entryname,source,author,date,url,teamname,ranking,comments
NBA_241101_LAL,NBA,John Schuhmann,241101,https://www.nba.com/news/power-rankings-2024-25-week-2,Los Angeles Lakers,3,"[Record: 3-0
OffRtg: 120.1 (4) DefRtg: 114.6 (20) NetRtg: +5.6 (6) Pace: 100.8 (15)
The Lakers clearly had the most impressive Week 1, beating the Wolves, Suns and Kings (with a rest disadvantage). It’s their first 3-0 start in 14 years.
Three takeaways

Their total margin of victory was just 18 points, but only one of the three wins (vs. Sacramento) was within five points in the last five minutes. And the Lakers already have as many wins in games they trailed by 20 points (1-0 after coming back from 22 down against the Suns) as they did last season (1-17).


Last season, the Lakers averaged 3.5 fewer shooting opportunities than their opponents, the league’s worst discrepancy. In Week 1, they totaled 15 more shooting opportunities than their opponents, with a big jump in offensive rebounding percentage being a key factor.


Anthony Davis has been huge, averaging 34 points, 11 rebounds, 1.7 steals and 2.3 blocks over the three games, with 48 of his 56 shots having come in the paint. But the Lakers have also outscored their opponents by 35 points in his 31 minutes on the bench.

Having played their first three games at home, the Lakers now head out on a five-game trip that begins with tough games in Phoenix and Cleveland. LeBron James is 19-3 all-time (9-2 on the road) against the Cavs.
Week 2: @ PHX, @ CLE, @ TOR
]"
NBA_241101_CLE,NBA,John Schuhmann,241101,https://www.nba.com/news/power-rankings-2024-25-week-2,Cleveland Cavaliers,4,"[Record: 3-0
OffRtg: 125.5 (2) DefRtg: 105.2 (4) NetRtg: +20.3 (2) Pace: 102.2 (12)
The Cavs had a soft schedule in Week 1, but they took care of business and became the first team since the 2017-18 Clippers with three double-digit wins in its first three games of the season. (The Thunder joined them one night later.)
Three takeaways

The 125.5 points per 100 possessions that the Cavs’ offense has scored is better than any three-game stretch that they had after the All-Star break last season. Their effective field goal percentage of 63.2% is best in the league by a wide margin. Caris LeVert (87.5%) and Jarrett Allen (83.3%) rank first and second among 160 players with at least 20 field goal attempts.


They continue to heavily stagger the minutes of their four best players, with the four having played just 38 total minutes together over the three games. Darius Garland and Allen have played 33 minutes together without Donovan Mitchell and Evan Mobley, while Mitchell and Mobley have played 43 minutes without Garland and Allen. In those 76 total minutes with just one starting guard and one starting big on the floor, the Cavs are a plus-52, having scored 132.3 points per 100 possessions. (LeVert’s ridiculous shooting has obviously been a factor in those numbers.)


Their opponents have shot just 56-for-120 (46.7%) in the paint, and in their first two games, the Cavs outscored the Raptors and Pistons by a total of 40 points (86-46) in the restricted area.

The competition gets tougher this week, and no team held the Cavs to fewer points per 100 possessions last season than the Knicks, who won two of the three meetings.
Week 2: @ NYK, vs. LAL, vs. ORL, @ MIL
]"
NBA_241101_NYK,NBA,John Schuhmann,241101,https://www.nba.com/news/power-rankings-2024-25-week-2,New York Knicks,5,"[Record: 1-1
OffRtg: 123.4 (3) DefRtg: 121.7 (29) NetRtg: +1.7 (11) Pace: 94.3 (30)
The Knicks’ mixed results in Week 1 were probably more about the opponents — the difference between the Celtics and everybody else — than the Knicks themselves.
Three takeaways

The Celtics were on fire as they tied the NBA record for made 3-pointers on Tuesday, but they were getting good looks from beyond the arc, often by putting Karl-Anthony Towns in pick-and-roll. Things were bad once Towns ventured out of the paint in blitz or at-the-level coverage, but he mostly stayed in drop coverage against the Pacers on Friday (when one blitz led to a layup).


Mikal Bridges had a rough start, shooting 0-for-5 (including 0-for-4 from 3-point range) in the first half in Boston on Tuesday. Since then, he’s 15-for-20 (4-for-6 from 3). He was creating his own buckets and went 7-for-10 on pull-up 2-pointers.


Though the different results were almost entirely about the defensive end of the floor, the Knicks did retain almost 30% of available offensive rebounds on Friday. Three nights earlier, they retained just 18.4%, what would have been their second-lowest rate last season (95 total games, including playoffs). Towns improves their initial offense, but it will be interesting to track how much of their rebounding advantage they’ve lost.

The Knicks’ early-season tests continue with a visit from the Cavs on Monday. They’ve won nine of their last 11 games against Cleveland, including a 4-1, first-round series in 2023 in which they dominated the glass.
Week 2: vs. CLE, @ MIA, @ DET
]"
NBA_241101_MIN,NBA,John Schuhmann,241101,https://www.nba.com/news/power-rankings-2024-25-week-2,Minnesota Timberwolves,6,"[Record: 2-1
OffRtg: 112.2 (13) DefRtg: 109.8 (10) NetRtg: +2.4 (10) Pace: 98.8 (25)
The Wolves had a disappointing start to the season, losing in L.A. on Tuesday. But they only have to look back a year, when they lost the opener in Toronto, to know that the first game doesn’t mean much. They followed up the defeat with wins over Sacramento and the Raptors.
Three takeaways

The opener was, essentially, lost with a 27-6 Lakers’ run in the second quarter in which the Wolves’ defense — in zone, in man-to-man and especially in transition — was not good. A year ago, they held their opponent under a point per possession in six of their first seven games.


The Wolves have had two of their three frontline players — Julius Randle, Rudy Gobert and Naz Reid — on the floor for all 144 minutes. As expected the defense has been at its best when Gobert has been one of the two, though the offense has been potent — 90 points on 73 possessions (123.3 per 100) — in 35 minutes with Randle and Reid together.


The Anthony Edwards-Randle pick-and-roll should be a pretty popular action down the stretch of close games, with one option out of it being Randle isolating against guards (Nowitzki-style) from the nail or elbow after a switch.

The first Western Conference finals rematch is a rest-advantage game for the Wolves on Tuesday. They were 12-3 (7-1 at home) in rest-advantage games last season.
Week 2: vs. DAL, vs. DEN, @ SAS
]"
NBA_241101_PHO,NBA,John Schuhmann,241101,https://www.nba.com/news/power-rankings-2024-25-week-2,Phoenix Suns,7,"[Record: 2-1
OffRtg: 110.9 (14) DefRtg: 108.3 (6) NetRtg: +2.6 (9) Pace: 100.5 (18)
A 2-1 start isn’t bad considering the strength of the Suns’ schedule, and they were at a rest disadvantage when they beat the Mavs on Saturday.
Three takeaways

Last season, the Suns were the league’s worst fourth-quarter team by a huge margin and 1-22 in games they trailed by double-digits in the fourth. On opening night against the Clippers, they were down 10 with less than six minutes left. But they came back and won in overtime, scoring 22 points on their final 13 possessions of regulation and holding the Clips to just 10 on 11 in the extra period.


They mostly played small down the stretch, with a center (Jusuf Nurkić) on the floor for just 3.7 of the 8.3 clutch minutes. Minutes with Kevin Durant at the five were pretty bad defensively last season.


The Suns got two games with their star trio together before Bradley Beal missed the win over Dallas with elbow soreness. Beal had shot 7-for-12 from 3-point range over the first two games, but the Suns allowed 122 points per 100 possessions in 38 total minutes with all three stars on the floor.

Beal is listed as questionable for the Suns’ game against the Lakers on Monday. The Suns will have rest advantages against the Clippers on Thursday (their second Intuit Dome game in the first nine days of the season) and against the Blazers two nights later.
Week 2: vs. LAL, @ LAC, vs. POR
]"
NBA_241101_DAL,NBA,John Schuhmann,241101,https://www.nba.com/news/power-rankings-2024-25-week-2,Dallas Mavericks,8,"[Record: 1-1
OffRtg: 109.9 (16) DefRtg: 110.4 (11) NetRtg: -0.5 (12) Pace: 101.0 (14)
The Mavs were 11-2 last season when Luka Dončić scored at least 40 points. This season, they’re 0-1, because he didn’t get enough help in Phoenix on Saturday.
Three takeaways

Dončić had just 12 assists over the Mavs’ first two games, with seven of them going to Klay Thompson, who, after a rough preseason, shot 11-for-22 from 3-point range. But the Mavs scored just 98 points on 91 possessions (107.7 per 100 – worse than the league average) in 41 total minutes with Dončić, Thompson and Kyrie Irving on the floor together.


Daniel Gafford continues to start at center, but Dereck Lively II has been playing more minutes, and the 20-year old tied a career high with six assists in the Mavs’ win over the Spurs on Thursday. Most of them were simple pass-backs to Dončić, but he also had a nice high-post feed to a cutting Naji Marshall. The Mavs have also used Maxi Kleber and P.J. Washington at the five.


The Mavs don’t move the ball much, which has the benefit of fewer opportunities to commit turnovers. And their 9.4 turnovers per 100 possessions is the league’s lowest rate.

The Mavs’ longest homestand of the season (five games over nine days) begins Thursday with a visit from the Rockets and includes three games against the Eastern Conference. They were just 8-7 at home vs. the East last season.
Week 2: vs. UTA, @ MIN, vs. HOU, vs. ORL
]"
NBA_241101_LAC,NBA,John Schuhmann,241101,https://www.nba.com/news/power-rankings-2024-25-week-2,Los Angeles Clippers,9,"[Record: 2-1
OffRtg: 107.4 (23) DefRtg: 103.2 (3) NetRtg: +4.2 (7) Pace: 100.7 (17)
The Clippers are not waiting on Kawhi Leonard. They picked up two quality wins in Week 1, beating the Nuggets and Warriors (with a rest disadvantage) on the road. Their lone loss (vs. Phoenix on Wednesday) came in overtime.
Three takeaways

As noted in this space last week, the Clippers have some dudes that will get after it defensively. It’s on that end where they’ve had success, holding each of their three opponents (who all ranked in the top 10 offensively last season) under 110 points per 100 possessions. Only 42% of their opponents’ shots (the league’s second-lowest opponent rate) have come in the paint, and only 18% of their opponents’ 3-point attempts (third-lowest rate) have come from the corners.


Kris Dunn is one of those dudes, and he ranks fourth in both steals (3.2) and deflections (6.4) per 36 minutes. He picked Kevin Durant’s pocket in the opener and was all in the Warriors’ passing lanes on Sunday.


Ivica Zubac ranks fourth in defensive rebounding percentage (30.7%) and the Clippers rank fourth as a team (75%), having ranked 24th (70.5%) last season.

The Clippers’ longest homestands are two five-game stands, one early in the season and the other late. The first begins with a visit from the Blazers on Wednesday and continues with their second home game against the Suns in nine days.
Week 2: vs. POR, vs. PHX, vs. OKC
]"
NBA_241101_DEN,NBA,John Schuhmann,241101,https://www.nba.com/news/power-rankings-2024-25-week-2,Denver Nuggets,10,"[Record: 0-2
OffRtg: 97.4 (30) DefRtg: 109.3 (9) NetRtg: -11.9 (28) Pace: 97.3 (29)
The Nuggets are off to a rough start and (surprise!) bench minutes have been a problem.
Three takeaways

The Nuggets’ starting lineup outscored the Thunder and Clippers by 18 points (scoring 117 points on 99 offensive possessions) in its 48 total minutes together. All other Denver lineups have been outscored by 36 points (scoring 74 points on 97 offensive possessions) in 48 minutes. They’ve scored an incredibly anemic 28 points on 51 possessions in Nikola Jokić’s 24 minutes on the bench.


The four reserves who’ve played more than the 1:38 of garbage time against Oklahoma City have shot a combined 10-for-43 (23%) from the field, with Russell Westbrook 2-for-18 and Peyton Watson 1-for-10. Westbrook is 1-for-8 in the paint.


The good news from their loss to the Clippers on Saturday afternoon was that Jamal Murray shot 5-for-10 from outside the paint and Jokić was willing to let it fly from deep, attempting a career-high 12 3-pointers. He connected on seven of them, though he missed a shot for the tie with five seconds left, because he was trying to draw a foul.

The Nuggets now head out on a three-game trip that concludes with a big game in Minnesota on Friday. They won three of their five games at the Target Center last season, though the last one was a 45-point loss in Game 6 of the conference semis.
Week 2: @ TOR, @ BKN, @ MIN, vs. UTA
]"
NBA_241101_MEM,NBA,John Schuhmann,241101,https://www.nba.com/news/power-rankings-2024-25-week-2,Memphis Grizzlies,11,"[Record: 2-1
OffRtg: 112.6 (11) DefRtg: 114.5 (19) NetRtg: -1.9 (14) Pace: 105.8 (2)
The Grizzlies lost their most important game of Week 1 (Friday in Houston), but won their other two and, more importantly, Jaren Jackson Jr. is back.
Three takeaways

The Grizzlies have played three games, but don’t have a lineup that’s played more than 12 minutes together, and Desmond Bane leads the team at just 28.1 minutes per game. Jackson missed the first two games, the expected starters played less than seven minutes together as they clobbered the Magic on Saturday, and they’re playing an 11-man rotation.


The Grizzlies got killed on the glass in Houston, allowing 23 offensive rebounds and 27 second-chance points. After allowing another 21 second-chance points to Orlando on Saturday, they rank 29th in defensive rebounding percentage (60.7%). That number has been lower (57.7%) with starting center Zach Edey on the floor.


Ja Morant has averaged just 25.5 minutes, so his per-game numbers are a little down. Even though the Grizzlies are playing at a fast pace, his drives per 36 minutes (20.8) are a little down from his first five seasons (22.2). He’s just 2-for-12 from 3-point range, but he (10) and Scotty Pippen Jr. (11) are two of the nine players with at least 10 assists on 3-pointers through Week 1.

The Grizzlies are one game into a stretch of six straight against the Eastern Conference and two games into their first stretch of five games in seven days. They’ll have a rest advantage against Brooklyn on Wednesday but will be at a disadvantage the following night against the Bucks.
Week 2: vs. CHI, vs. BKN, vs. MIL, @ PHI
]"
NBA_241101_ORL,NBA,John Schuhmann,241101,https://www.nba.com/news/power-rankings-2024-25-week-2,Orlando Magic,12,"[Record: 2-1
OffRtg: 114.3 (7) DefRtg: 107.0 (5) NetRtg: +7.4 (5) Pace: 100.2 (20)
The Magic’s first week might be a good illustration of the East-West discrepancy this season. After comfortable wins over the Heat and Nets, they got clobbered by the Grizzlies on Saturday.
Three takeaways

The first two opponents shot just 37-80 (46.3%) in the paint, but the Grizzlies shot 31-for-44 (70.5%) as they outscored the Magic by 28 points (62-34) in the paint. That would have been tied for Orlando’s second-worst paint differential last season.


Paint differential might matter less this season, because Magic have taken 49.2% of their shots (third highest rate) from 3-point range, up from 36.9% (25th) last season. Franz Wagner is 10-for-22 (45%) from deep after shooting 21% after the All-Star break (including playoffs) last season and 0-for-7 in the preseason.


The Magic have outscored their opponents by 42 points (an amazing 55.6 per 100 possessions) in the third quarter, but their 21-0, third-quarter run on Sunday only cut a 29-point deficit down to eight. And once the run was over, they never got that close again.

Orlando will play two big games within the Eastern Conference this week, hosting the Pacers on Monday and visiting the Cavs four nights later. As they lost their first-round series to Cleveland in seven games, the two teams combined to score just 102.5 points per 100 possessions.
Week 2: vs. IND, @ CHI, @ CLE, @ DAL
]"
NBA_241101_GSW,NBA,John Schuhmann,241101,https://www.nba.com/news/power-rankings-2024-25-week-2,Golden State Warriors,13,"[Record: 2-1
OffRtg: 117.4 (5) DefRtg: 95.9 (2) NetRtg: +21.5 (1) Pace: 105.2 (3)
The Warriors have the two biggest wins for any team this season, beating the Blazers and Jazz by 36 and 41 points, respectively. But they lost their home opener on Sunday and lost Stephen Curry to an ankle injury along the way.
Three takeaways

When you win two games by a total of 77 points, the overall numbers are probably going to be great. On defense, the Warriors held Portland and Utah to just 41-for-91 (45.1%) in the paint, and both teams were even less effective from beyond the arc.


On offense, Buddy Hield was an amazing 12-for-16 (75%) from 3-point range through those first two games, helping the Warriors build big leads when they went to their bench. But it was the offense that really fell off on Sunday when Hield was 1-for-9 from deep, the Warriors committed 21 turnovers and they scored just 37 points on 45 possessions with Curry off the floor.


With Curry in the locker room, the Warriors closed the loss to the Clippers with a backcourt of Hield and Brandon Podziemski. Steve Kerr said that his star’s injury was “mild or moderate,” but if Curry is out this week, Podziemski’s juice off the dribble could be critical to the offense.

The road team won all three games between Golden State and New Orleans last season, with the Pelicans’ 141 points on 99 possessions in January being the most efficient performance the Warriors (who were without Draymond Green) allowed all year. They’ll play a back-to-back at Chase Center on Tuesday and Wednesday.
Week 2: vs. NOP, vs. NOP, @ HOU
]"
NBA_241101_PHI,NBA,John Schuhmann,241101,https://www.nba.com/news/power-rankings-2024-25-week-2,Philadelphia 76ers,14,"[Record: 1-2
OffRtg: 107.4 (23) DefRtg: 113.5 (17) NetRtg: -6.1 (23) Pace: 100.2 (19)
No Joel Embiid. No Paul George. But the Sixers got off the schneid with an overtime win in Indiana on Sunday … despite some efforts in self-sabotage.
Three takeaways

Tyrese Maxey is trying to do this thing by himself. He’s averaged 31.3 points after scoring 45 (most for any player in Week 1) on Sunday but hasn’t done it very efficiently. His true shooting percentage of 47.2% ranks last among the 44 players who’ve averaged at least 20 points per game, and he’s been assisted on just 20% of his field goals, down from 43% last season.


The Sixers’ offense has been much better with Andre Drummond on the bench, but he’s been critical on the other end of the floor. Philly has grabbed just 56.6% of available defensive rebounds with Drummond on the bench, and he came up with two huge steals late in the fourth quarter on Sunday.


This is the eighth season since the Sixers became a playoff team. Over that stretch (and including playoffs), they’re 304-158 (.658) with Embiid and now 79-85 (.482) without him.

It’s unclear if Embiid or George will be available this week, but the Sixers have two days off before hosting the Pistons on Wednesday and another two days off before facing the Grizzlies over the weekend.
Week 2: vs. DET, vs. MEM
]"
NBA_241101_IND,NBA,John Schuhmann,241101,https://www.nba.com/news/power-rankings-2024-25-week-2,Indiana Pacers,15,"[Record: 1-2
OffRtg: 106.5 (25) DefRtg: 114.8 (21) NetRtg: -8.2 (26) Pace: 98.6 (26)
The Pacers’ high-powered offense has yet to get in gear, and the defense has only been good enough to get a six-point win over the Pistons.
Three takeaways

Tyrese Haliburton shot a brutal 1-for-16 from 3-point range over the first two games. He was 4-for-9 against Philadelphia on Sunday (draining a double-clutch 3 to send the game to overtime), but he has just 11 total assists in 98 minutes and the Pacers have scored less than a point per possession with him on the floor.


Turnovers have also been an issue. The Pacers rank 21st in turnover rate (16.6 per 100 possessions) after ranking sixth (12.6 per 100) last season. They committed two straight in the final minute of regulation on Sunday, part of an 8-0 Sixers run that turned a five-point lead into that three-point deficit before Haliburton’s 3 for the tie.


Haliburton isn’t the only one who’s struggled from the perimeter. The Pacers lead the league in field goal percentage in the paint (70%), but rank 28th in effective field goal percentage on shots from outside the paint (39.5%).

The Pacers were 1-2 against the Magic last season, with the road team winning all three games. The two teams — one a top-three offense and the other a top-three defense last season — will meet twice in the next 10 days.
Week 2: @ ORL, vs. BOS, @ NOP
]"
NBA_241101_MIA,NBA,John Schuhmann,241101,https://www.nba.com/news/power-rankings-2024-25-week-2,Miami Heat,16,"[Record: 1-1
OffRtg: 108.2 (20) DefRtg: 113.3 (16) NetRtg: -5.1 (20) Pace: 97.8 (27)
If you thought the Heat were looking like the No. 8 seed for a third straight season, their Week 1 results — a loss to the Magic and a win in Charlotte — probably didn’t change your mind.
Three takeaways

Perimeter shooting remains an issue. The Heat are 13-for-25 (52%) on corner 3-pointers, but just 4-for-14 (29%) from mid-range and 12-for-43 (28%) on above-the-break 3-pointers. Bam Adebayo is 0-for-8 from outside the paint and the Heat have scored less than a point per possession in his 58 minutes.


They did shoot 3-for-4 on clutch 3-pointers to get the win in Charlotte on Saturday, with Jimmy Butler and Tyler Herro each draining above-the-break looks late in the shot clock and the Heat up three. Butler also had almost as many free throw attempts (17) as the Hornets (21) and has the third-highest free throw rate (83 attempts per 100 shots from the field) among 160 players with at least 20 field goal attempts.


The Heat rank last in rebounding percentage (43.7%) by a healthy margin. They were outscored by 28 (45-17) on second-chance points over the two games.

The Heat’s next four opponents currently rank in the bottom five defensively. The home team won all three of last season’s meetings with the Knicks, who will be in Miami on Wednesday.
Week 2: vs. DET, vs. NYK, @ WAS (Mexico City)
]"
NBA_241101_NOP,NBA,John Schuhmann,241101,https://www.nba.com/news/power-rankings-2024-25-week-2,New Orleans Pelicans,17,"[Record: 2-1
OffRtg: 107.8 (22) DefRtg: 110.4 (12) NetRtg: -2.6 (16) Pace: 102.3 (11)
Dejounte Murray had a solid debut with the Pelicans, but fractured his left hand in the process and is out until late November (at the earliest). That simplifies things offensively, but (with Trey Murphy III also out) leaves them a little thin on the bench.
Three takeaways

After coming back from 16 points down to edge the Blazers in Portland on Friday, the Pelicans lost by 22 two nights later in the same building. The difference was defense, and it was more about free throws and rebounds than the Blazers’ shooting. Portland retained 50% of available offensive rebounds on Sunday, with that being the second-highest rate for any team in Week 1 and higher than any rate that the Pelicans allowed all of last season.


After missing the Pelicans’ opening-night win over Chicago, Zion Williamson shot just 7-for-27 (7-for-25 in the paint) in their two games in Portland. Eight (30%) of those 27 shots were blocked, with that being almost triple his rate over his first four seasons (11%). Williamson does have 24 free throw attempts to go with those 27 shots from the field, with that being the second-highest free throw rate among 160 players with at least 20 field goal attempts.


Last season, the Pelicans were 11 points per 100 possessions better in the first halves of games (plus-10.0, second best) than they were in second halves (minus-1.0, 19th), with that being the league’s biggest half-to-half differential by a healthy margin. In Week 1, they were 23.7 points per 100 possessions better after halftime.

The last two games of the Pelicans’ four-game trip (in San Francisco on Tuesday and Wednesday) are the start of their only stretch of five games in seven days.
Week 2: @ GSW, @ GSW, vs. IND, vs. ATL
]"
NBA_241101_SAC,NBA,John Schuhmann,241101,https://www.nba.com/news/power-rankings-2024-25-week-2,Sacramento Kings,18,"[Record: 0-2
OffRtg: 116.3 (6) DefRtg: 119.2 (27) NetRtg: -2.9 (17) Pace: 104.0 (6)
The Kings had fourth-quarter leads in both of their games (against good teams) last week, but are 0-2 with a softer schedule coming this week.
Three takeaways

The Kings led the Wolves by six with less than nine minutes left and were up seven on the Lakers at the start of the fourth quarter. But they allowed Minnesota to go on a 14-2 run and L.A. to run off 21 straight points. Teams were 37-7 when leading by more than five points in the fourth quarter in Week 1, with the Kings (0-2) and Pistons (0-2) accounting for four of the seven losses.


The Kings’ starting lineup and their (closing) lineup with Malik Monk in place of Kevin Huerter have outscored their opponents by 26 points (26 per 100 possessions) in 45 total minutes, allowing exactly a point per possession. All other lineups have been outscored by 32 points (29.6 per 100 possessions) in 51 minutes, allowing 137 per 100.


The Kings are somehow 0-2 despite outscoring their opponents by 58 points (85–27) in transition, according to Synergy tracking.

The Kings’ next four games are against teams that had losing records last season, and their rest-advantage loss in L.A. on Saturday was the start of three straight games where their opponent is playing the second game of a back-to-back. They’ll have a rest advantage again when they host the Blazers on Monday.
Week 2: vs. POR, @ UTA, @ ATL, @ TOR
]"
NBA_241101_MIL,NBA,John Schuhmann,241101,https://www.nba.com/news/power-rankings-2024-25-week-2,Milwaukee Bucks,19,"[Record: 1-2
OffRtg: 113.0 (10) DefRtg: 115.9 (23) NetRtg: -2.9 (18) Pace: 102.7 (9)
Yikes! After beating the shorthanded Sixers on Wednesday, the Bucks lost to Chicago (at home) and Brooklyn by double-digits. Their schedule gets much tougher this week.
Three takeaways

The Bucks were outscored by 42 points (111-69) from 3-point range over the two losses. The Bulls’ 21 3s on Friday were two more than they made in any game last season and just two fewer than the Bucks totaled over the two losses. Damian Lillard was 6-for-12 from beyond the arc in the opener, but just 4-for-19 over the weekend.


The Bucks have protected the paint better, seeing significant drops from last season in both opponent field goal percentage in the paint and the percentage of their opponents’ shots that have come in the paint.


But, as was the case last season, they just don’t force turnovers. They ranked last in opponent turnover rate (11.9 per 100 possessions) last season and they’ve seen a significant drop through their first three games (10.4 per 100). That inhibits their ability to run, which is problematic when considering that they have the league’s best transition player.

The Bucks will be at a rest disadvantage when they visit the Celtics on Monday, with the home team having won all four meetings last season. They’ll have rest advantages in games against the Grizzlies and Cavs later in the week.
Week 2: @ BOS, @ MEM, vs. CLE
]"
NBA_241101_ATL,NBA,John Schuhmann,241101,https://www.nba.com/news/power-rankings-2024-25-week-2,Atlanta Hawks,20,"[Record: 2-1
OffRtg: 112.2 (12) DefRtg: 117.4 (25) NetRtg: -5.2 (22) Pace: 103.5 (8)
The Hawks took care of business against the Nets and Hornets, though both games may have been a little too close for comfort. Then they got swamped in the fourth quarter in Oklahoma City on Sunday.
Three takeaways

The Hawks have had double-digit leads in all three games, in part because they’ve allowed just 63 points on 78 possessions (80.8 per 100) in the first quarter. They’ve allowed 129.7 per 100 after the first quarter.


It was thought that fouls would be down again this season, but the league has averaged 30 free-throw attempts per 100 shots from the field, up from 24.4 per 100 last season (22.5 per 100 after the All-Star break). The Hawks have seen the biggest jump, from 25.1 per 100 (12th) last season to an amazing 44.8 per 100 (first) this season. And three of their four guys with double-digit attempts — Trae Young, De’Andre Hunter and Onyeka Okongwu — have combined to shoot 58-for-65 (89%) from the stripe.


Okongwu scored a career-high 28 points on 11-for-12 shooting (also blocking three shots) in the win over the Nets on Wednesday. He’s played 15 more minutes than Clint Capela (who averaged more minutes last season) and Okongwu was on the floor instead of Capela down the stretch of the Hawks’ two close games, with Brooklyn and Charlotte combining to score just seven points on 10 clutch possessions.

The Hawks had a rest advantage when they lost in Oklahoma City on Sunday. They’ll be at a disadvantage Monday night against the Wizards, having gone 3-8 (3-4 at home) in rest-disadvantage games last season, with one of those three home losses having come (by 28 points) against Washington.
Week 2: vs. WAS, @ WAS, vs. SAC, @ NOP
]"
NBA_241101_SAS,NBA,John Schuhmann,241101,https://www.nba.com/news/power-rankings-2024-25-week-2,San Antonio Spurs,21,"[Record: 1-1
OffRtg: 108.5 (19) DefRtg: 113.6 (18) NetRtg: -5.1 (21) Pace: 100.0 (21)
The Spurs split games against the Mavs and Rockets, giving them as many wins against the other Texas teams as they had all of last season (1-7).
Three takeaways

Only 14 (40%) of Victor Wembanyama’s 35 shots have come in the paint, though he’s 13-for-14 at the line, with that free-throw rate (40 attempts per 100 shots from the field) up from 31 per 100 last season. The Spurs have still outscored both of their opponents in the paint and at the free-throw line.


Over their two games, the Spurs have had 25 fewer shooting opportunities than their opponents, with the average (-12.5 per game) being the worst discrepancy in the league by a wide margin. They’ve committed 15 more turnovers than their opponents, with three of their starters — Wembanyama, Julian Champagnie and Jeremy Sochan — having registered almost twice as many turnovers (19) as assists (10).


The Spurs have been outscored by 26 points (22 per 100 possessions) in Chris Paul’s 55 minutes, though the 39-year-old has registered 11.1 assists per 36 minutes, what would be the second-highest rate of his 20-year career.

The Spurs will host the Rockets again on Monday, then travel to Oklahoma City, where they lost two games by a total of 74 points last season.
Week 2: vs. HOU, @ OKC, @ UTA, vs. MIN
]"
NBA_241101_HOU,NBA,John Schuhmann,241101,https://www.nba.com/news/power-rankings-2024-25-week-2,Houston Rockets,22,"[Record: 1-2
OffRtg: 113.0 (9) DefRtg: 109.0 (8) NetRtg: +4.0 (8) Pace: 100.0 (21)
The Rockets got a good (and comfortable) win over the Grizzlies on Friday, but that was sandwiched by losses to the Hornets (in which they led by 18 points) and Spurs.
Three takeaways

A big difference between the win and the two losses was rebounding, with the Rockets grabbing 57.5% of available rebounds against Memphis, but just 46.5% over the two defeats. With a big turnover differential (15 fewer than their opponents over the three games), they’ve averaged a league-best 11.1 more shooting opportunities than their opponents.


Though Alperen Sengün wasn’t on the floor down the stretch on Saturday, the Rockets’ starting lineup has played 55 total minutes, the most in the league. It has outscored opponents by 12.9 points per 100 possessions, but bench minutes haven’t been great. Houston was outscored by 17 points in less than 26 minutes with at least one reserve on the floor in the five-point loss to Charlotte.


Amen Thompson might be one of those wings who plays like a center on offense. Early in the Charlotte game, he was completely ignored at the 3-point line. Later, he was the guy setting screens and rolling to the rim, even with Jabari Smith Jr. and Sengün on the floor.

The Rockets will play in San Antonio again on Monday before finishing their three-game trip in Dallas. The Mavs were responsible for three of the 17 times the Rockets allowed more than 125 points per 100 possessions last season.
Week 2: @ SAS, @ DAL, vs. GSW
]"
NBA_241101_TOR,NBA,John Schuhmann,241101,https://www.nba.com/news/power-rankings-2024-25-week-2,Toronto Raptors,23,"[Record: 1-2
OffRtg: 105.9 (26) DefRtg: 116.8 (24) NetRtg: -10.9 (27) Pace: 101.3 (13)
With 22 of their first 25 games against teams that had winning records last season, the Raptors probably weren’t complaining when the Sixers were without Joel Embiid and Paul George on Friday. They took care of business against their shorthanded opponent to get their only win of Week 1.
Three takeaways

The Raptors began the season without RJ Barrett, Bruce Brown and Kelly Olynyk. Then they lost Immanuel Quickley to a hard fall in the first half of Game 1, and the attrition had somebody named Jamison Battle in the rotation. The undrafted rookie fouled out in less than 15 minutes against Philly, but he has an effective field-goal percentage of 68% on 17 shots over the three games and (even when you discount their blowout loss to the Cavs) the Raptors have been at their best with reserves on the floor.


Battle was one of three Raptors who have averaged more than 10 rebounds per 36 minutes. Toronto leads the league in total rebounding percentage (56.9%), having ranked 27th (48.4%) last season.


If you can get back in transition and keep the Raptors off the glass, you’re in good shape defensively. Through three games, 35% of their points have been fast break points or second-chance points, with that rate up from a league-high 29% last season.

The Raptors’ first game against a team that had a losing record last season is Wednesday in Charlotte, with the Hornets being one of two teams that the Raptors beat three times in ’23-24. Barrett is listed as questionable for their game against the Nuggets on Monday.
Week 2: vs. DEN, @ CHA, vs. LAL, vs. SAC
]"
